Composer,Title,Attribution Level,Genre,nPVI_Entire,Nine_Eight,pitch_correlation,pitch_entropy,parallel_motion,similar_motion,oblique_motion,FILENAME,t1_1,t1_2,t1_3,t1_4,t1_5,t1_6,t1_7,t2_1,t2_2,t2_3,t2_4,t2_5,t2_6,t2_7,t3_1,t3_2,t3_3,t3_4,t3_5,t3_6,t3_7,t4_1,t4_2,t4_3,t4_4,t4_5,t4_6,t4_7,t5_1,t5_2,t5_3,t5_4,t5_5,t5_6,t5_7,t6_1,t6_2,t6_3,t6_4,t6_5,t6_6,t6_7,t7_1,t7_2,t7_3,t7_4,t7_5,t7_6,t7_7,
Josquin des Prez,Jos2921-Plusieurs_regretz.krn,3,Chanson,123.334,1,0.847992613,6.1585,0.082018927,11.34,63.94,Jos2921,4.866,5.537,0.671,0.503,0.336,0,4.362,5.537,3.523,5.201,2.013,1.007,0.336,1.007,0.336,4.866,1.342,4.53,0.839,0,0,0.671,0.671,3.523,4.195,6.376,0,0.336,1.678,1.342,0.671,4.53,4.362,4.698,0.336,1.007,1.678,0,0.671,4.698,1.007,1.678,1.51,0.503,0.336,0,0.671,4.362,1.678,
Josquin des Prez,Jos3002-Allegez_moy.krn,4,Chanson,103.035,1,0.568747246,5.56706,0.147208122,15.12,48.04,Jos3002,12.083,2.083,3.542,2.083,2.292,0.417,5.833,4.583,1.667,1.25,0,0.208,0,0.417,3.125,5.625,2.292,3.542,0.208,0,0,0.417,0.625,4.583,2.917,3.333,0,0,3.333,0,1.667,2.708,9.167,2.292,1.458,0.625,0.208,0,0.625,2.292,1.042,0.417,3.958,0,0.417,0,2.708,1.875,2.083,
Josquin des Prez,Jos3003-Baisiez_moy.krn,4,Chanson,150.163,8,0.898593438,5.64278,0.104651163,7.31,56.15,Jos3003,9.157,1.928,0.241,2.41,0,1.928,2.892,3.855,5.783,1.446,0,1.446,0,1.446,1.928,3.133,2.41,1.446,0,0.482,0,0,1.928,2.41,9.157,3.133,0,1.446,2.651,0,1.446,2.892,7.229,1.928,0.241,0,0.723,0,1.446,3.373,2.892,1.446,3.614,0,0.964,0,1.687,3.133,4.337,
Josquin des Prez,Jos3005-Jay_bien_cause_de_lamenter.krn,4,Chanson,123.694,0,0.734032314,5.68143,0.160550459,12.77,56.63,Jos3005,3.724,3.911,1.862,0.745,3.352,0,3.538,4.655,3.911,3.166,0.372,0.931,0,1.49,2.607,4.469,2.421,2.235,0.372,0.372,0.745,0.186,0,3.166,2.235,3.538,0.559,1.117,2.607,1.862,1.49,4.469,5.028,1.862,5.4,0,0,0,0.745,5.4,0.372,0.559,4.097,0.745,0.931,0,2.421,3.724,2.607,
Josquin des Prez,Jos3006-Nimphes_nappes__Circumdederunt_me.krn,1,Chanson,118.602,0,0.59674137,6.04774,0.066350711,7.66,52.42,Jos3006,13.306,2.287,1.247,2.287,0.832,2.079,3.326,2.287,6.653,3.119,0,2.495,0,1.663,3.326,1.455,4.782,1.455,0,1.247,0.208,0.416,2.495,1.871,3.326,1.663,0.208,0,3.326,0,1.455,1.871,8.316,1.455,0,0.624,1.455,0.416,0.416,3.119,4.782,1.455,1.04,0.208,0.208,0,2.079,2.287,1.455,
Josquin des Prez,Jos3007-Petite_camusette.krn,1,Chanson,109.347,0,0.530289366,4.46174,0.082926829,15.23,46.49,Jos3007,7.143,2.381,4.113,1.515,2.165,0.216,5.628,4.545,0.433,2.165,0,1.082,0,0.866,2.814,3.463,3.896,4.113,0.216,0.866,0.433,2.165,0,1.299,1.299,5.195,0.216,1.299,3.896,0.649,4.545,1.732,5.411,4.762,0.649,0,0,0,0.216,4.545,1.299,2.814,6.061,0,0.649,0,1.732,1.299,0.216,
Josquin des Prez,Jos3008-Pour_souhaitter.krn,4,Chanson,116.961,0,0.934723467,5.60095,0.185654008,14.7,53.32,Jos3008,4.651,2.504,1.252,3.041,1.968,1.61,4.472,4.114,0.358,2.326,0.358,0.358,0,0.537,0.716,4.293,1.789,4.293,0,0.358,0.358,2.326,0.716,3.757,3.041,4.83,0.894,1.789,1.431,0.179,1.073,3.399,3.041,4.83,0.537,0.716,0,0.358,2.147,3.578,0.716,4.293,5.903,0,1.073,0.894,1.61,3.399,4.114,
Josquin des Prez,Jos3009-Regretz_sans_fin.krn,4,Chanson,125.62,2,0.899172424,6.39424,0.109318996,13.79,53.22,Jos3009,6.832,2.329,2.174,2.329,1.553,1.398,5.124,4.658,0.932,2.64,0.155,0,0,0.311,0.932,4.503,3.727,3.339,0.078,0.854,0.776,2.019,0.776,4.193,6.134,3.106,2.174,0.388,1.708,0.155,0.621,3.494,0.699,3.261,0.466,0,0,0.155,0.776,6.134,1.863,3.028,5.124,0.466,0.854,1.165,0.233,2.562,3.804,
Josquin des Prez,Jos3010-Si_vous_navez.krn,4,Chanson,117.265,4,0.881191259,5.89952,0.19844358,14.44,55.62,Jos3010,4.575,5.065,1.634,1.634,1.307,1.307,3.268,4.575,2.941,4.085,0.98,0.98,0,1.144,1.144,4.739,0.817,5.556,0.163,0,0,1.471,0.654,4.902,4.902,4.085,0.654,0.98,1.961,0.327,0.327,3.758,2.124,4.085,0.817,0,0.163,0,0.817,4.412,0.654,3.922,5.392,0.327,0.327,0.327,0.98,3.268,2.451,
Josquin des Prez,Jos3011-Se_congie_prens.krn,1,Chanson,123.793,1,0.894783656,6.32236,0.158558559,11.7,66.33,Jos3011,3.485,5.541,1.787,1.072,1.34,1.162,5.183,4.2,0.983,3.753,0.804,1.34,0,1.162,1.43,3.485,2.234,3.843,0,0,0.357,0.447,0.447,2.681,0.894,6.345,0.536,0.715,1.877,0.447,0.804,3.932,3.485,5.541,1.43,0.894,0,0,1.519,4.468,0.268,4.736,7.685,0.894,0,0.089,0.447,4.111,2.145,
Josquin des Prez,Jos3012-Tenez_moy_en_voz_bras.krn,4,Chanson,119.053,1,0.814622195,6.30217,0.19047619,11.71,62.49,Jos3012,4.949,3.68,0.127,0.761,1.904,0.127,4.695,4.315,2.538,3.553,0.508,2.03,0.127,0.761,0.381,4.822,0.888,3.299,0.254,0.381,0,1.142,0.888,4.822,2.665,5.203,0.381,0.508,2.157,1.65,0.508,7.487,5.457,3.68,1.523,0,0,0,0.508,5.711,1.142,2.665,3.426,0,0.254,0.254,1.396,4.695,1.777,
Josquin des Prez,Jos3013-Vous_larez.krn,3,Chanson,89.8807,2,0.860314518,5.81929,0.197860963,15.27,48.96,Jos3013,4.966,2.935,0.677,0.451,3.16,0.226,4.966,4.289,5.418,2.935,2.257,2.032,0,0.451,1.129,5.418,2.032,1.129,0,0,0.677,2.257,0.451,4.515,3.16,3.16,0.451,0.226,2.483,2.709,0.451,4.74,7.223,2.257,1.806,0,0.226,0,0.451,4.289,1.129,1.58,2.257,0,0.226,0.226,2.032,3.837,2.709,
Josquin des Prez,Jos3014-Vous_ne_laurez_pas.krn,3,Chanson,121.302,1,0.767814396,5.6817,0.105263158,14.32,49.56,Jos3014,5.631,3.378,1.126,0.45,2.477,0.225,4.505,4.955,3.604,2.703,0.45,2.252,0.225,0.901,0.676,4.955,0.45,2.703,0,0,0.225,0.901,0.45,3.153,2.252,4.955,0,0.676,2.703,2.477,1.351,5.18,9.009,2.477,2.477,0.45,0.45,0,0.225,4.054,0.901,1.802,2.928,0.225,0.901,0.676,0.901,4.279,2.252,
Josquin des Prez,Jos3017-Il_nest_plaisir.krn,4,Chanson,102.676,2,0.830889789,5.783,0.049107143,11.97,64.72,Jos3017,4.464,3.869,2.381,1.19,0.893,0,5.952,7.738,2.381,1.786,0,1.786,0,0,0.298,7.44,1.488,3.571,0.298,0.298,0,0.595,0.298,6.25,0.595,3.869,1.19,0.298,2.083,0,0.595,7.44,5.06,2.679,1.786,0.298,0,0,0.893,6.548,0.595,1.488,5.06,0.298,0.298,0,0,4.762,1.19,
Josquin des Prez,Jos9901a-Missa_Mi_mi-Kyrie.krn,5,Mass,127.746,0,0.748204309,5.98433,0.144654088,17.83,60.27,Jos9901a,5.226,3.484,2.091,1.045,0,2.439,4.53,5.226,0,2.091,0,0,0,0.697,1.045,4.181,2.091,7.666,0,1.045,0,0.697,0.348,6.969,1.742,5.226,1.742,0,1.742,0,0.348,6.272,1.394,4.53,0,1.045,0,1.394,0.348,7.666,2.787,3.484,4.181,0,0,0,0,4.878,0.348,
Josquin des Prez,Jos9901b-Missa_Mi_mi-Gloria.krn,5,Mass,99.4322,2,0.786539549,6.45518,0.13648294,17.74,41.22,Jos9901b,8.748,3.645,0.365,1.215,0,2.066,3.767,5.346,0.729,2.43,0,0,0,0.122,0.729,3.888,4.617,5.103,0,1.458,0.122,1.337,0.243,6.075,4.617,3.888,1.458,0.122,0.365,0,0.486,5.103,2.187,3.767,0,0.243,0,0.243,1.701,5.711,4.496,4.374,4.131,0.122,0.608,0.608,0,3.038,0.729,
Josquin des Prez,Jos9901c-Missa_Mi_mi-Credo.krn,5,Mass,104.297,3,0.849146727,6.65697,0.096816976,16.56,47.61,Jos9901c,4.529,5.096,0.849,0.778,0,0.849,5.449,6.653,1.699,3.326,0,0,0.142,0.566,1.132,4.529,3.397,4.388,0,1.132,0.425,0.425,0.283,5.732,3.68,3.255,0.708,0.708,0.071,0,0.283,4.176,0.212,4.246,0,0.354,0.354,0.495,1.062,4.954,5.237,4.388,4.459,0.566,0.778,0.92,0.637,4.388,2.689,
Josquin des Prez,Jos9901d-Missa_Mi_mi-Sanctus.krn,5,Mass,120.839,0,0.862735915,6.50952,0.11599297,19.22,54.26,Jos9901d,1.838,5.222,0.967,1.064,0,1.354,5.996,7.35,0.967,4.739,0.193,0,0.193,0.387,1.354,5.609,1.451,5.029,0.29,1.644,0.774,0.58,0.484,7.253,1.838,3.868,1.644,0.58,0.387,0,0.484,5.513,0.387,3.482,0,0.774,0.29,0.387,1.451,5.126,1.161,5.126,4.255,0.87,0.87,0.774,0.484,4.836,0.677,
Josquin des Prez,Jos9901e-Missa_Mi_mi-Agnus.krn,5,Mass,118.061,0,0.73326123,6.6769,0.103756708,15.09,64.93,Jos9901e,4.449,4.979,1.271,0.953,0.106,1.165,4.979,4.449,1.483,4.449,0.212,0,0.424,0.636,1.165,3.708,2.754,5.614,0.212,1.059,0.424,1.271,0.318,4.661,2.119,4.343,0.847,0.847,0.953,0,0.953,4.131,0.318,5.085,0,0.847,0.636,0.742,0.742,5.826,2.119,5.297,5.508,0.424,0.424,0.212,0.742,4.555,1.589,
Josquin des Prez,Jos9903-Regina_celi_letare.krn,4,Motet,119.499,6,0.671588349,6.85896,0.165869219,13.66,61.73,Jos9903,3.123,5.301,0.218,0.726,1.162,1.38,4.43,4.938,2.76,5.011,0.581,2.033,0.871,0.436,0.799,4.285,1.089,4.72,0.218,0.145,0,0.29,1.816,4.357,1.67,5.301,0.218,0,2.324,0.726,1.235,4.503,6.028,5.084,0,0.508,0.581,0.29,0.581,4.648,1.598,4.43,4.357,0.073,0.073,0,1.017,3.123,0.944,
Josquin des Prez,Jos9906-Missa_Inviolata_Osanna.krn,6,Fragment,53.6364,0,-0.619012749,4.59648,0,,,Jos9906,0,0,0,0,0,4.762,4.762,0,0,0,0,0,0,0,0,0,0,4.762,0,0,0,0,0,4.762,0,4.762,0,0,0,0,0,4.762,0,9.524,4.762,4.762,0,0,0,9.524,0,14.286,9.524,0,0,0,4.762,14.286,0,
Josquin des Prez,Jos9907a-Omnes_gentes-Fragment_1.krn,5,Fragment,85.0468,0,0.352377978,4.05881,0,,,Jos9907a,30,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,10,0,
Josquin des Prez,Jos9907b-Omnes_gentes-Fragment_2.krn,5,Fragment,41.6667,0,-0.597748711,3.37878,0,,,Jos9907b,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Josquin des Prez,Jos9908-Scriptum_est_enim.krn,5,Fragment,94.4444,0,0.783418519,3.49923,0,,,Jos9908,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,20,
Josquin des Prez,Jos9909-In_deficiendo.krn,5,Fragment,76.1905,0,-0.207274769,4.05881,0,,,Jos9909,10,20,0,0,0,0,10,10,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,
Josquin des Prez,Jos9910-Seculuta_nostrum_et_illuminatio_vultus_tui.krn,5,Fragment,50.6667,0,-0.405209059,3.83659,0,,,Jos9910,10,0,20,0,0,0,0,10,0,0,0,0,0,0,0,10,10,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,
Josquin des Prez,Jos9911-Castigans_castigavit.krn,5,Fragment,49.8039,0,-0.479429326,4.35141,0,,,Jos9911,6.667,13.333,0,0,0,0,0,6.667,6.667,20,6.667,0,0,0,13.333,0,0,6.667,0,0,0,0,13.333,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Palestrina_Giovanni Perluigi da,10195.Kyrie.krn,,Mass,122.831,0,0.662111363,6.40172,0.140394089,16.63,59.7,10195.Kyrie.krn,5.171,4.51,2.2,1.98,1.54,1.43,4.84,5.061,0.66,3.63,0,0.99,0.33,0.33,0.88,3.96,0.33,5.061,1.54,0.33,0,0.99,0.55,4.84,1.1,4.95,1.32,0.11,2.2,0.88,1.21,5.391,2.97,5.391,0.44,0.77,0.33,0.33,0.77,5.721,0.66,4.29,5.831,0.22,0,0.22,0.44,3.19,0.11,
Palestrina_Giovanni Perluigi da,10234.Kyrie_II.krn,,Mass,121.12,0,0.563502721,5.7051,0.121387283,12.9,61.66,10234.Kyrie_II.krn,9.005,3.791,0.237,1.185,0.711,2.37,4.028,2.37,0.711,4.739,0,0.474,0,0.711,2.844,3.791,4.502,4.739,0.237,1.185,0,1.185,0.237,4.265,0.711,5.213,0.237,0,2.844,0.474,2.607,4.739,7.109,2.133,0.237,0.237,0.237,0.474,0.474,4.739,2.133,3.081,3.555,0,0.237,0,0.711,3.555,0.948,
Palestrina_Giovanni Perluigi da,10407.Gloria.krn,,Mass,111.458,2,0.649267093,6.54606,0.083018868,14.41,54.92,10407.Gloria.krn,6.584,4.27,0.267,2.224,0.89,1.246,3.648,5.338,3.114,3.915,0.712,0.178,0.178,0.534,0.178,2.936,1.335,5.605,0.356,0.356,0,0.979,1.957,4.181,5.249,4.537,0.801,0.623,0.623,0.445,1.157,3.47,2.046,4.804,0.623,0.178,0.801,0.089,1.068,4.093,3.114,4.537,5.427,0.178,0,0.089,0.712,3.559,0.801,
Palestrina_Giovanni Perluigi da,10420.Agnus_II.krn,,Mass,112.066,0,0.930395711,5.74957,0.173515982,16.85,55.98,10420.Agnus_II.krn,3.02,5.151,0.178,2.842,1.599,3.552,2.487,4.44,2.309,4.44,0,1.776,0,0.888,1.954,2.131,0.355,4.618,0,0.71,0,0.533,3.02,3.197,1.066,6.75,0.178,0.178,3.73,0.355,1.954,4.263,3.73,5.151,0.355,0,0.533,0,2.309,2.487,1.243,6.039,6.75,0,0,0.178,1.776,1.243,0.533,
Palestrina_Giovanni Perluigi da,10526.Benedictus.krn,,Mass,101.368,0,0.811040775,5.94657,0.117647059,16.7,57.2,10526.Benedictus.krn,3.815,5.722,0,0,1.635,0,8.447,7.084,1.09,5.45,0.545,0,0,0,0.272,6.812,0.272,3.27,0.272,0.272,0,0.545,0,4.36,0.545,7.357,0,0.545,1.907,0.545,0.545,8.992,3.815,2.452,0.545,0.272,0,0,0,7.084,0.545,2.725,3.27,0,0.817,0,0.545,7.357,0.272,
Palestrina_Giovanni Perluigi da,10601.Agnus_I.krn,,Mass,131.505,1,0.870600476,5.8052,0.306532663,18.19,55.48,10601.Agnus_I.krn,4,4,0.421,2.105,0,0.421,6.526,5.895,0.421,3.789,0.421,0.211,0,0.632,0.632,5.895,2.737,3.789,0.632,0.211,0.632,1.053,0.421,6.316,2.105,4.421,0.211,0.842,1.263,0,0.211,5.895,1.053,5.895,0.421,0,0,0,0.842,7.579,1.263,3.579,5.684,0.211,0.632,0.421,0.632,4.842,0.842,
Palestrina_Giovanni Perluigi da,10603.Credo.krn,,Mass,106.797,4,0.867451703,6.58441,0.146892655,18.7,47.96,10603.Credo.krn,3.665,3.971,0.55,1.222,0,1.344,4.887,4.459,1.466,3.36,0.244,0,0.122,0.733,1.833,3.787,3.91,4.582,0.367,1.283,0.061,0.55,0.489,6.17,2.321,3.054,1.649,0.733,0.305,0,0.55,4.398,1.161,4.582,0.244,0.489,0.367,0.916,1.894,5.742,4.52,4.643,5.009,0.305,0.672,0.489,0.916,3.91,2.077,
Palestrina_Giovanni Perluigi da,10702.Benedictus.krn,,Mass,125.462,2,0.690516106,5.78557,0.105263158,12.28,66.23,10702.Benedictus.krn,4.745,4.921,0.176,1.054,0.879,0.351,6.503,5.448,2.46,5.097,0.176,1.23,0.527,0,2.46,6.327,1.406,1.933,0.351,0.351,0,0.351,0.351,6.151,1.757,3.515,0,0.703,1.582,0.351,0,5.624,3.163,4.745,0.176,0.527,0.527,0,2.285,5.097,1.757,3.691,3.339,0,0,0,1.054,6.327,0.527,
Palestrina_Giovanni Perluigi da,10760.Gloria.krn,,Mass,124.766,3,0.730047649,6.61345,0.144285714,14.24,59.17,10760.Gloria.krn,4.148,4.525,1.194,0.566,0.88,1.634,5.468,4.965,2.577,4.463,0.377,1.571,0.189,0.691,0.754,5.468,1.446,3.331,1.257,0.503,0.063,0.377,0.629,4.525,1.069,4.148,0.251,0.063,2.388,0.691,1.194,4.337,4.588,5.217,0.251,0.88,0.503,0.063,0.566,6.097,1.823,3.708,4.463,0.251,0.377,0.063,0.503,4.274,0.629,
Palestrina_Giovanni Perluigi da,10787.Kyrie.krn,,Mass,129.393,2,0.903223904,6.46795,0.197777778,16,58.63,10787.Kyrie.krn,4.03,3.843,1.125,1.5,0.937,0.375,4.873,4.78,0.75,4.405,0.375,0.469,0,0.375,1.406,4.967,2.343,5.53,0.187,0.281,0.469,0.843,1.5,4.592,1.406,4.78,0.656,1.5,1.5,0,1.218,5.061,2.249,5.436,0.843,0,0,0.281,0.843,4.967,0.281,4.217,4.78,0.187,1.406,0.562,1.406,3.655,2.812,
Palestrina_Giovanni Perluigi da,10803.Benedictus.krn,,Mass,108.187,0,0.521391416,6.06933,0.130841121,11.82,61.11,10803.Benedictus.krn,3.31,3.783,0.946,0.473,0.946,0,3.783,4.965,4.019,4.255,1.182,0.236,0,0.473,0,5.91,2.364,4.728,0.473,0,0,0.236,0.473,4.492,1.891,6.619,0.709,0.236,0.946,0.709,0.709,6.147,5.91,3.783,1.655,0.236,0,0,0.236,6.619,2.128,2.364,4.019,0.473,0,0.236,0.709,4.728,1.891,
Palestrina_Giovanni Perluigi da,10990.Credo.krn,,Mass,115.181,1,0.560972738,6.71736,0.155405405,17.22,54.04,10990.Credo.krn,3.626,4.341,1.43,0.817,0.97,0.46,5.312,5.465,2.349,4.494,0.664,1.021,0,0.868,0.868,6.333,1.379,3.984,0.46,0.102,0,0.358,1.021,4.494,2.707,4.443,0.255,0.919,1.379,0.46,0.97,5.26,4.852,3.32,1.481,0.153,0.102,0,0.306,4.699,1.124,3.115,4.597,0.306,0.46,0.664,1.379,4.239,1.992,
Palestrina_Giovanni Perluigi da,11005.Agnus.krn,,Mass,129.185,2,0.875058705,6.10854,0.218181818,17.28,60.26,11005.Agnus.krn,3.012,5.823,0.602,0.803,0,0.803,5.823,5.422,0.201,4.016,0.201,0,0,0.201,0.803,3.414,3.012,5.622,0,1.606,0,1.004,0,6.225,2.008,5.622,1.205,1.205,0.402,0,0.602,5.02,0.402,5.221,0.201,1.406,0.201,0.402,2.209,5.823,2.41,4.016,5.221,0.201,0.803,0.402,0.402,5.02,1.004,
Palestrina_Giovanni Perluigi da,11013.Agnus_I.krn,,Mass,130.808,1,0.673325658,6.01789,0.081339713,12.88,60.67,11013.Agnus_I.krn,6.513,3.151,0.63,2.311,1.261,1.05,4.832,3.782,2.101,3.151,0.21,0.21,0.63,0.42,1.05,2.731,0.84,3.571,0.42,0.63,0,1.891,1.471,3.782,3.992,5.042,1.05,0.21,2.311,0.42,1.05,5.882,4.202,5.252,0,0,0.42,0.21,1.261,6.723,1.681,3.361,4.202,0.21,0,0.42,0.84,3.151,1.471,
Palestrina_Giovanni Perluigi da,11134.Sanctus.krn,,Mass,121.058,0,0.705209929,6.44703,0.142857143,16.98,56.76,11134.Sanctus.krn,3.35,5.459,0.372,0.993,0.496,0.868,5.583,5.087,0.868,5.211,0,0.62,0,2.109,1.117,6.7,1.117,4.591,0.248,0.372,0.248,0.744,0.744,4.342,0.372,6.824,0.124,0.248,0.744,0.372,2.357,5.955,2.233,5.459,0.372,0,0,0.124,1.117,5.831,0.248,3.226,6.079,0.372,0.496,0.248,1.241,3.474,1.241,
Palestrina_Giovanni Perluigi da,1120.Kyrie.krn,,Mass,127.261,0,0.56721273,6.03088,0.117302053,15.8,55.36,1120.Kyrie.krn,4.033,5.702,1.113,0.417,0.974,2.086,5.841,5.007,1.391,3.755,1.252,1.113,0,0.417,2.364,3.755,0.695,2.921,1.53,0.556,0.139,0,0.417,3.477,0.139,5.563,0.278,0,2.225,0.695,3.199,4.312,5.424,4.868,1.252,1.808,0.556,0,0.556,5.563,0.695,3.199,4.729,0.556,0.278,0,1.113,3.894,0.139,
Palestrina_Giovanni Perluigi da,11217.Agnus_I.krn,,Mass,117.816,0,0.64719856,5.81378,0.132947977,15.25,60.98,11217.Agnus_I.krn,4.31,4.023,0,1.437,0,2.874,4.885,5.46,1.724,3.161,1.437,0,0,0.287,0,4.31,0,4.885,0.575,0.575,0,0.575,1.437,6.609,4.31,5.172,0.287,0.862,0.287,0,0.862,4.598,0.287,6.322,0.575,1.724,0.575,0,0.862,7.184,2.011,4.023,4.885,0.287,0,0.862,0.287,4.598,0.575,
Palestrina_Giovanni Perluigi da,11226.Benedictus.krn,,Mass,116.156,0,0.840003062,6.07866,0.170542636,14.97,64.25,11226.Benedictus.krn,4.673,3.738,1.495,2.243,0,1.495,4.486,5.607,0.187,2.243,0,0,0.935,0.374,2.617,4.112,4.112,5.421,0.187,0.748,0,0.561,0.187,8.037,1.495,3.551,2.056,0.748,0.561,0,0.374,4.86,0.374,5.607,0,0.561,0.374,0.748,1.682,7.664,3.738,2.991,3.551,0.748,0.374,0.748,0.187,2.991,0.561,
Palestrina_Giovanni Perluigi da,11260.Kyrie.krn,,Mass,130.523,1,0.813737022,6.05986,0.121863799,17.38,56.2,11260.Kyrie.krn,3.822,5.573,1.115,0.159,1.274,0.955,6.847,5.573,0.796,5.732,0.637,0.955,0.159,0.318,1.274,5.255,0.955,3.981,1.752,0.159,0,0.318,1.592,4.936,0.637,4.299,0,0,2.389,0.478,0.796,5.414,3.981,5.096,0.796,1.592,0.478,0.159,0.478,5.414,0.796,2.548,5.255,0.318,0,0,0.478,4.299,0.159,
Palestrina_Giovanni Perluigi da,11296.Gloria.krn,,Mass,123.35,1,0.684190081,6.48511,0.126785714,13.46,53.52,11296.Gloria.krn,5.874,3.941,0.967,1.041,0.669,1.338,3.569,4.61,2.9,3.717,0.223,0.892,0.446,0.52,0.967,4.535,3.494,4.238,0.892,1.561,0,1.338,0.297,5.874,2.602,3.346,0.595,0.149,1.115,0.595,1.115,4.981,4.312,3.643,0.074,0.595,0.669,0.372,0.967,5.502,4.833,2.825,3.271,0.074,0.297,0,0.297,2.974,0.892,
Palestrina_Giovanni Perluigi da,11318.Kyrie.krn,,Mass,115.398,1,0.726835873,6.28919,0.150984683,19.24,50.68,11318.Kyrie.krn,3.157,4.786,1.222,1.018,0.815,2.037,4.379,4.481,1.324,4.175,0.509,0.815,0,2.138,1.629,4.786,1.12,3.259,0,0.102,0,0.305,2.138,1.833,0.611,5.906,0.305,0.509,1.527,0.509,2.444,5.092,3.768,4.582,1.935,0,0.204,0,1.222,5.397,0.407,4.481,5.804,0.204,0.204,0.102,2.444,4.379,1.935,
Palestrina_Giovanni Perluigi da,11319.Gloria.krn,,Mass,104.744,3,0.663817642,6.54697,0.110909091,10.75,55.93,11319.Gloria.krn,7.265,3.633,0.754,0.822,1.576,1.645,3.701,2.81,3.016,3.427,0.48,1.302,0.137,0.685,2.056,3.153,5.552,2.742,0.617,0.685,0,1.165,0.48,3.016,3.084,3.29,0.206,0.206,1.645,1.097,1.919,2.33,7.334,4.249,0.206,0.822,0.48,0.411,1.371,3.427,3.496,3.427,3.633,0.274,0.137,0.069,0.754,2.879,2.536,
Palestrina_Giovanni Perluigi da,11407.Kyrie_II.krn,,Mass,113.511,1,0.66936748,5.85377,0.154255319,13.03,60.17,11407.Kyrie_II.krn,7.143,3.878,0.204,2.449,1.02,1.224,5.714,4.286,2.245,2.245,0.612,1.633,0.204,0.408,0,3.469,1.224,3.469,0.204,0.408,0,1.224,0.612,4.082,3.878,4.082,0.408,0.816,2.857,0.408,0.816,5.102,5.102,3.673,0,1.02,0.408,0,0.408,5.306,2.653,3.265,5.102,0.204,0,0.204,0.816,4.082,1.429,
Palestrina_Giovanni Perluigi da,11449.Agnus_II.krn,,Mass,127.493,0,0.927096342,5.74932,0.131428571,14.96,58.22,11449.Agnus_II.krn,3.133,4.096,1.205,0.241,2.651,0,4.819,4.337,3.133,2.892,1.928,1.928,0.482,0.964,1.687,4.819,0.482,2.892,0,0,0.241,1.205,0.241,5.301,2.169,3.855,0.723,0.241,1.687,2.41,0,5.542,5.783,2.169,3.133,1.205,0,0,0.241,4.819,0.241,1.928,4.337,0.482,0.241,0.723,0.964,4.819,3.614,
Palestrina_Giovanni Perluigi da,11470.Kyrie.krn,,Mass,102.534,2,0.694668375,5.83245,0.161764706,13.58,61.2,11470.Kyrie.krn,8.931,4.583,1.528,1.293,2.938,1.175,4.348,3.995,1.058,4.348,0.823,1.293,0,0.235,1.175,5.405,1.763,3.525,0.588,0.94,0,1.763,0,5.64,1.058,4.465,0.118,0,3.995,0.705,0.705,4.935,4.935,3.643,0.588,0.823,0.118,0,1.175,4.348,0.47,2.703,3.29,0.118,0,0,0.705,3.408,0.353,
Palestrina_Giovanni Perluigi da,11699.Agnus_I.krn,,Mass,132.742,0,0.540880584,5.96726,0.076530612,14.79,63.02,11699.Agnus_I.krn,4.897,4.639,1.031,1.289,1.031,2.32,5.155,6.443,0.515,4.897,0.773,0,0,0,2.32,5.412,1.031,3.093,0.773,0.258,0,0.515,1.546,5.67,2.577,5.155,0.258,0.258,1.546,0,0.773,5.155,2.32,4.639,1.289,1.546,0.515,0,1.546,6.701,2.32,1.289,3.608,0,0,0,0.258,4.124,0.515,
Palestrina_Giovanni Perluigi da,11769.Sanctus.krn,,Mass,123.778,1,0.874867205,5.75759,0.154761905,17.58,60.07,11769.Sanctus.krn,3.601,5.817,0.831,0.831,1.385,1.108,4.155,4.709,3.324,4.432,0.277,1.939,0,2.216,0.831,4.709,0.831,3.601,0,0,0.277,0.277,1.385,2.493,1.108,4.432,0.831,1.662,1.662,0.277,1.385,4.986,3.324,3.601,1.662,0,0.554,0,0.554,4.709,1.108,4.709,6.094,0,0.277,0.831,1.662,5.263,0.277,
